,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,perCapInc,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,PersPerFam,PctFam2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,PctKidsBornNeverMar,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccMedVal,OwnOccQrange,RentMedian,RentQrange,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,ViolentCrimesPerPop
1188,16685,2.84,1.06,95.97,2.4,1.26,19.78,31.62,20.47,14.06,97.23,38694,77.2,0.09,56.08,33.86,4.25,24.02,16342,17796,0,4583,3765,7015,4.39,5.02,16.6,3.37,64.42,17.23,33.42,10.76,30.01,7.95,27.49,7.61,3.01,80.61,91.44,80.94,70.9,75.28,0.9,26.43,30.21,32.61,34.21,1.38,88.67,0.76,3.23,2.5,2.67,2.07,76.59,1.09,42.6,3,349,94.4,1.15,51.58,1955,0.73,0.22,133600,57900,465,231,22.4,19.8,14,5.24,70.94,55.73,67.98,84.73,18.3,909.6,0.9,203.29
1189,29941,2.62,0.11,97.17,0.98,1.49,14.12,27.13,12.91,11.4,100,25376,77.88,1.59,34.13,27.05,4.5,12.17,11837,10173,10883,8020,6934,8652,9.36,13.03,29.94,3.56,65.22,24.64,18.37,21.08,21.04,10.2,20.8,12.8,3.03,79.65,86.59,82.36,66.48,73.67,0.87,24.17,38.75,45.83,62.92,0.39,96.68,0.88,3.06,2.59,2.65,2.5,65.25,2.92,41.05,3,576,95.2,1.04,30.38,1972,9,0.38,56700,29700,279,111,23.4,19.3,12.1,1.6,55.46,46.92,74.63,84.32,30.7,974.5,0.11,178.31
1190,12694,3.53,0.16,80.42,0.06,90.92,19.96,30.86,15.94,11.35,0,12908,66.9,1.35,16.61,30.16,24.09,10.37,5237,0,8400,11457,4234,4472,48.82,44.5,58.05,17.42,42.27,10.5,26.26,17.7,17.4,5.85,33.02,11.84,3.99,68.5,76.33,71.24,40.59,48.99,3.62,13.14,20.37,25.24,32.68,2.38,12.5,16.85,19.72,3.52,3.48,3.59,65.18,25.22,58.31,2,446,88.97,8.97,24.89,1969,21.5,2.82,29800,23700,144,127,29,25.2,12.8,18.1,69.14,68.9,90.92,94.22,7.7,1656.3,0,1266.08
1191,68637,2.42,10.49,86.66,1.12,3.4,13.75,27.31,14.3,17.16,100,19950,65.39,0.37,37.17,36.57,14.25,20.33,10726,5645,4652,5490,3318,4604,21.73,15.21,32.62,9.39,50.91,15.63,28.04,13.16,22.5,10.18,38.41,12.34,3.03,60.08,63.17,65.1,56.73,64.73,6.19,20.04,22.24,26.33,31.31,1.09,85.65,2.16,4.98,2.31,2.5,2.13,52.86,1.66,43.58,3,2769,91.1,3.14,43.59,1939,10.38,0.51,65900,32700,271,134,28.7,20.6,14.4,5.42,82.71,59.31,88.48,95.18,16.9,4052.3,4.99,426.71
1192,19976,3.04,14.22,80.48,1.79,8.07,13.53,27.46,10.76,3.94,100,41457,92.4,0.47,40.13,10.01,2.4,7.16,15194,13155,2309,9818,12737,11152,3.72,4.16,13.87,3.61,75.75,16.88,23.27,9.27,31.67,7.1,20.44,11.8,3.3,83.76,91.55,83.23,70.96,76.65,0.36,13.33,20,36.35,50.16,0.42,91.54,1.3,4.43,3.01,3.05,2.85,80.29,3.2,22.26,3,469,93.34,0.64,22.81,1984,1.4,0.26,84200,33900,466,158,26.9,24.5,13.8,3.15,63.48,32.53,74.9,87.03,34.8,573.3,1.02,106.42
1193,40822,2.7,25.14,67.1,1.15,15.94,15.24,26.94,12.93,10.48,98.65,26144,78.25,0.64,30.37,25.88,6.68,16.27,11794,8125,11030,12073,8706,8838,16.76,11.39,28.58,8.15,57.94,20.74,25.04,14.91,20.26,13.58,25.59,16.5,3.18,67.56,72.75,73.54,58.12,64.79,3.4,10.59,24.32,30.4,39.48,0.36,87,1.66,5.8,2.68,2.8,2.49,64.61,5.78,47.92,3,1566,90.61,11.05,51.92,1963,8.37,0.35,50300,30800,296,126,24.8,17.6,13.1,3.42,72.96,56.97,88.09,94.84,64.3,634.4,0.09,690.29
1194,96086,3.19,8.54,59.78,17.2,34.61,15.55,29.44,14.49,8.07,100,42481,85.58,0.61,36.51,19.2,7.88,14.11,15862,13873,17871,13918,11425,12532,7.71,6.57,19.41,4.96,65.85,18.48,20.56,12.95,25.79,8.68,33.47,13.47,3.51,75.18,86.47,77.16,59.44,65.64,3.59,14.71,23.3,35.31,46.09,3.72,61.59,5.81,11.38,3.18,3.25,3.03,68.25,13.19,39.81,3,1016,96.73,1.57,15.26,1964,1.87,0.29,205000,77800,672,219,29.4,25.2,11.5,25.28,49.54,49.21,86.6,90.9,16.8,5724.9,3.13,639.59
1195,50553,2.73,1.37,90.67,5.78,6.69,14.08,26.43,12.45,4.85,100,59458,89.33,0.5,55.48,11.96,2.83,11.76,24812,19410,19812,23598,19307,18337,2.41,1.51,7,3.06,76.54,16.44,20.59,6.41,37.93,8.8,27.57,12.2,3.11,83.52,92.01,81.55,59.88,70.94,0.64,10.35,15.7,23.63,29.38,0.77,90.75,0.78,3.06,2.73,2.91,2.29,74.9,1.73,32.64,3,872,95.49,0.34,11.93,1977,0.24,0.07,297200,122200,760,285,26.9,26.4,11.3,7.43,51.6,41.35,65.55,84.85,16.8,3009.8,1.65,144.9
1197,14731,2.6,2.34,96.59,0.33,1.83,13.66,26.83,13.13,12.18,0,25587,77.4,0.82,39.35,27.48,7.54,17.28,12247,7728,7626,4759,6903,5229,10.3,8.78,26.39,7.78,60.69,33.46,18.59,26,20.75,10.77,24.13,13.8,3.1,73.5,82.45,64.54,60.77,72.63,2.3,3.09,8.76,14.95,18.04,0.04,96.55,0.33,4.52,2.55,2.7,2.32,64.07,1.52,43.68,3,291,95.11,2.06,32.3,1958,5.76,0.42,59800,33100,270,119,24.1,17.5,11.7,1.32,79.29,51.62,83.28,92.28,8.2,1787,0.11,13.1
1198,61368,2.56,7.32,91.93,0.39,0.5,13.38,26.52,12.38,12.76,100,22886,71.47,0.22,35.15,30.75,10.72,18.67,11108,5988,9164,8027,4461,5917,16.84,12.14,33.44,7.94,54.73,23.37,20.11,19.64,18.48,12.24,24.67,16.13,3.07,67.6,75.26,70.47,59.47,64.81,3.33,17.49,22.41,22.41,27.34,0.12,98.03,0.25,4.14,2.52,2.6,2.41,62.35,2.57,53.3,2,1370,94.6,10.36,44.01,1950,6.79,0.26,53700,27900,286,124,27.9,18.1,12.4,0.66,72.06,53.36,88.64,93.67,20.7,2966.4,1.53,1432.56
1199,10275,2.28,0.76,96.23,0.25,0.82,9.7,17.94,8.24,25.83,0,28259,56.57,0.58,46.95,45.26,6.53,31.37,15020,4251,3459,12650,9369,13456,5.57,3.07,12.19,8.97,47.36,6.32,22.24,10.71,25.12,5.92,21.85,9.78,2.76,77.1,92.52,79.82,53.96,65.03,0.64,14.4,14.4,14.4,20.42,0.54,94.16,0.59,2.79,2.27,2.29,2.16,79.67,0.91,35,3,3820,54.11,0.18,72.15,1970,1.35,0.14,161600,68300,527,285,32.1,24.9,15.5,3.72,63.78,59.46,82.06,88.99,21.8,471.5,0.45,358
1200,23221,2.61,6.58,92.38,0.78,0.95,13.01,26.64,11.8,7.31,100,38962,87.98,0.87,49.27,15.54,2.32,12.05,17302,16497,3500,39283,13729,11393,3.42,4.44,14.51,2.92,73.86,17.5,23.53,11,32.03,8.89,24.33,13.4,3.04,80.57,90.26,86.79,72.37,75.95,1.53,7.69,14.32,19.1,22.81,0.12,96.54,0.32,2.33,2.58,2.8,2.1,74.74,0.74,31.87,3,469,94.99,2.13,14.71,1974,1.3,0.04,73400,36100,378,173,20.2,17.6,11.5,1.62,71.61,49.39,82.98,87.28,10,2317.5,1.54,395.27
1201,10712,2.68,46.98,52.39,0.17,1.87,15.57,26.95,13.05,14.37,0,18641,67.45,0.42,23.95,36.79,16.96,13.32,9291,5345,14294,0,0,11264,28.83,18.01,40.25,6.76,51.74,25.2,27.78,21.52,22.89,11.43,31.42,16.33,3.16,54.36,59.97,55.33,58.36,67.28,7.52,45.18,62.72,65.35,68.42,0.96,97.55,0.6,6.82,2.58,2.61,2.53,61.85,4.71,41.28,3,463,89.61,3.02,45.36,1964,13.5,1.08,42400,39400,170,140,27.1,22.1,14.7,2.13,73.66,54.16,81.5,88.8,16,670.3,0,985.78
1202,28040,2.37,12.36,79.09,5.95,9.66,8.19,21.09,8.71,15.66,100,50468,76.89,1.16,63.53,28.2,4.7,15.74,30130,9519,20710,21376,9335,9446,6.47,4.96,10.33,3.23,62.37,17.37,36.22,4.44,49.91,10.66,33.5,14.79,2.93,72.75,89.41,75.17,63.48,67.51,4.96,15.27,21.37,30.32,41.54,2.45,83.25,2.5,5.44,2.28,2.52,2,59.53,4.73,54.26,2,431,96.48,0.93,21.81,1956,0.89,0.33,463600,181001,803,380,27.6,25.8,11.1,16.04,39.95,51.37,69.63,87.75,10.4,2689.9,3.66,598.56
1203,45857,3.18,2.48,79.64,1.43,15.2,25.53,43.03,28.52,3.98,0,28382,89.34,0.99,38.11,12.14,3.75,10.5,11517,6335,5477,9797,8540,8625,17.2,4.85,13.08,7.14,64.11,6.8,30.43,10.44,27.16,8.33,47.49,11.09,3.26,72.45,79.81,72.44,67.16,73.62,3.96,31.08,42.11,54.2,60.63,1.28,82.71,1.79,6.21,2.75,2.94,2.56,53.31,8.44,53.02,2,1896,88.38,0.79,29.48,1975,7.47,0.34,90900,46300,409,170,28.7,21,12.1,4.13,40.59,30.87,54.46,76.01,65.5,700.1,0.67,493.46
1204,11066,2.54,13.06,84.55,0.11,3.24,15.65,26.46,14.14,16.39,0,24644,71.46,0.89,36.61,36.45,4.77,17,12644,5209,0,0,10970,8285,13.89,12.08,27.01,7.02,55.47,15.46,23.84,17.6,22.84,10.23,25.41,12.6,3.02,73.97,77.9,80.84,55.35,67.33,2.85,21.66,36.46,52.35,57.04,0.54,95.12,1.8,4.12,2.43,2.43,2.43,65.54,3.35,48.6,3,516,89.42,4.26,65.89,1960,8.18,0.72,45600,42400,265,128,24.5,18.8,13.2,2.49,70.52,52.87,70.99,93.64,12.4,895.6,0,1045.45
1205,15614,3.11,18.53,78.72,1.5,2.89,23.11,39.34,26.05,9.77,100,34218,79.25,0,34.66,26.38,7.6,19.59,12684,8091,37500,7793,9456,8773,14.31,8.39,24,8.11,59.52,15.83,28.93,12.93,27.4,7.51,44.46,9.84,3.2,69.11,82.39,65.72,53.79,67.14,6.2,10.62,29.9,33.17,35.29,0.42,92.58,0.87,6.32,2.72,2.93,2.42,63.84,2.87,41.25,3,421,92.26,2.38,23.28,1962,3.51,0.39,97600,41700,428,204,26.3,21.6,13.8,3.92,57.29,45.91,65.48,88.61,9.5,1635.9,2.53,412.04
1206,10815,3.88,0.07,78.36,0.09,90.8,20.79,32.24,16.43,9.61,100,14292,74.85,2.48,13.5,27.55,20.09,6.24,6014,8703,0,0,4182,5605,38.95,46.88,59.32,13.29,46.86,10.37,27.56,18.54,17.85,3.99,32.07,10.16,4.11,74.55,81.48,72.75,52.6,55.71,2.15,11.34,21.27,27.76,38.18,2.96,12.76,22.13,19.82,3.81,3.83,3.77,72.24,26.11,52.56,2,374,88.16,9.36,23.53,1973,17.24,2.98,34800,24700,177,135,27.3,24.1,13.1,26.08,64.13,61.13,88.29,91.88,3.8,2846.1,1.47,307.42
1207,13650,2.59,0.48,98.6,0.58,0.99,11.08,21.29,10.55,16.26,100,50191,75.35,0.11,58.32,30.31,2.84,17.76,25576,54000,0,10407,17969,16576,3.87,2.21,8.37,4.36,61.64,16.43,32.31,5.08,46.71,4.84,27.83,7.81,3.01,84.27,97.36,88.44,58.26,66.1,0.64,13.86,18,20.61,28.17,1.13,89.99,0.69,2.79,2.55,2.69,2.14,78.49,0.4,37.99,3,376,93.35,1.06,39.89,1939,0.3,0.32,226400,116900,720,393,24.2,22.8,14.2,8.14,73.68,65.49,86.48,92.29,3.2,4320.7,9.65,96.85
1208,27357,2.43,0.7,92.75,5.04,5,10.95,22.84,10.17,10.83,100,57815,83.06,1.08,61.93,19.54,2.94,13.72,33714,17809,10551,34017,21726,27797,4.65,2.12,6.46,2.92,69.9,22.58,27.62,4.67,48.78,11.63,30.6,15.58,2.88,77.64,84.86,79.12,55.31,64.97,1.24,13.07,18.66,24.21,30.83,1.43,87.97,0.89,3.15,2.37,2.55,2.04,69.24,1.96,42,3,549,95.36,4.74,28.05,1964,0.43,0.08,439900,174101,800,351,27.2,25.1,11.4,10.93,48.96,48.93,81.84,90.79,10.8,2544.4,1.27,268.94
1209,12304,2.41,3.17,92.93,3.66,1.01,11.22,23.46,11.43,15.43,100,59913,81.62,1.21,72.89,24.78,0.91,10.69,38831,20807,11905,25228,0,16174,3.62,3.29,7.57,1.79,62.36,15.27,33.34,1.83,55.71,5.99,28.32,8,2.87,88.87,97.75,92.23,53.65,58.29,0.33,20.42,20.42,23.1,24.79,1.18,92.32,0.56,2.58,2.3,2.56,1.65,79.57,0.47,37.69,3,297,94.5,0.34,22.22,1973,0,0,207400,140100,529,188,20.2,16.7,11.7,5.77,61.43,58.25,78.04,85.25,7.9,1565.4,0.33,147.83
1210,21505,2.47,9.68,87.35,0.27,2.18,13.16,24.08,11.17,16.37,100,21949,69.3,1.06,30,36.26,8.09,14.36,10822,7197,8032,3456,5294,10896,15.37,13.37,33.1,7.26,54.92,25,22.8,21.72,17.66,12.37,21.77,14.47,2.99,70.63,78.62,78.3,66.03,73.21,1.18,14.57,22.13,24.65,39.5,0.24,95.97,0.56,3.73,2.44,2.44,2.44,67.44,2.77,51.97,2,1618,84.33,2.84,48.64,1958,9.2,1.17,37900,32000,257,140,24.4,18.7,14.3,1.66,65.54,55.47,82.34,91.21,22.9,940.1,0,803.58
1211,174820,2.8,9.44,72.66,3.57,20.51,14.31,28.34,13.09,8.18,99.61,32154,79.72,0.91,32.68,20,12.01,12.66,14183,7977,11929,14488,7490,8548,15,8.09,22.23,7.1,62.05,6.38,24.87,11.56,27.63,11.7,28.75,16.19,3.26,68.83,72.06,72.63,51.73,62.77,5.23,13.19,25.21,36.25,48.25,1.05,82.5,3.44,7.16,2.75,2.86,2.62,57.28,7.59,48.07,3,3708,94.4,4.1,20.69,1974,3.9,0.37,91200,44800,389,174,28.4,23,12.4,7.95,59.87,39.38,78.54,89.73,95.1,1837.3,1.24,974.37
1212,10353,2.27,9.84,85.65,1.14,2.06,8.66,24.32,9.53,15.1,100,28097,77.54,1.12,47.44,29.17,2.61,17.31,14172,8159,12842,8784,11028,12111,7.04,2.62,11.55,3.57,66.29,7.01,25.76,8.19,31.42,10.38,21.45,16.14,2.81,73.62,85.73,67.67,73.62,79.51,0.93,5.88,8.4,19.75,25.21,0.14,95.5,0.37,2.31,2.27,2.2,2.44,66.2,1.62,35.19,3,389,92.13,1.29,52.19,1958,2.48,0,51400,24300,360,105,23.2,19.3,12.2,2.3,61.81,54.06,84.53,91.49,2.6,3939.5,0,603.84
1213,101082,2.4,20.65,75.51,2.3,3.15,17.82,35.77,22.08,13.02,100,25152,76.33,0.31,44.7,26.97,8.17,16.94,13742,8768,7382,8711,6430,8517,18.31,8.95,22.28,6.09,59.16,5.1,34.72,7.91,32.54,9.75,51.97,11.68,2.94,53.15,59.38,54.73,65.36,73.44,8.96,16.65,22.59,32.7,38.06,1.28,88.37,1.28,4.47,2.17,2.43,2.01,42.85,2.21,54.67,2,4078,91.17,10.4,47.72,1939,6.74,0.46,101800,52200,388,176,26.9,19.7,13,7.7,76.27,44.01,72.02,92.83,22.2,4557.8,15.02,1183.14
1214,275221,3.01,58.46,28.62,1.19,26.07,16.79,31.88,16.08,8.51,100,21650,71.27,0.3,17.88,24.5,22.23,10.53,9424,8870,8021,11532,7104,7853,26.34,21.97,48.79,14.71,51.51,20.62,22.28,26.45,14.14,11.84,47.63,15.92,3.55,43.2,48.41,44.71,53.87,59.85,20,16.95,29.15,39.29,51.21,3.17,63.25,11.03,13.13,2.91,3.4,2.76,26.97,13.62,69.58,2,10921,89.34,11.05,42.99,1949,15,2.08,110000,71400,385,242,26.9,24.4,15.2,18.68,50.58,56.99,87.66,90.84,24.7,11153.6,24.89,3928.03
1215,73552,2.7,89.95,7.21,0.63,4.05,14.22,28.16,13.66,10.2,100,26810,78.21,0.52,21.24,24.96,14.71,12.17,12376,12181,13561,20073,8384,9709,17.71,9.96,30.7,11.76,59.92,14.83,31.18,16.17,21.04,14.94,45.21,18.73,3.42,41.2,42.17,45.98,65.01,71.9,16.74,15.53,27.16,41.19,54.94,2.01,88.75,2.08,12.4,2.63,3.33,2.36,34.83,10.74,72.02,2,1777,93.87,7.32,37.42,1949,9.13,1.01,116200,60000,478,208,28.2,23.7,15.6,12.96,54.17,56,88.25,91.7,4.1,18091.3,25.57,2941.62
1216,63909,2.64,2.72,87.44,1.76,12,15.36,29.27,14.82,12.98,100,23487,73.01,0.66,38.21,29.29,9.77,19.62,10754,7364,6726,9032,6667,6783,16.78,7.78,24.93,8.2,57.63,18.16,19.66,17.12,23.95,13.48,28.53,15.15,3.2,68.87,75.35,75.95,63.75,69.91,2.64,15.43,24.62,32.72,44.68,0.6,89.01,1.64,8.44,2.57,2.71,2.37,61.97,4.54,54.25,2,2955,89.13,13.16,46.7,1953,5.8,0.41,54700,30600,266,158,24.6,20.2,12.4,3.88,64.37,51.4,79.42,87.2,27,2365.2,2.84,577.28
1217,38386,2.61,72.13,26.56,0.75,1.23,12.75,27.11,13.68,13.6,100,21309,73.47,0.55,21.44,32.36,12.38,23.39,10547,8859,7020,12730,6856,8181,20.3,17.42,37.76,8.45,54.17,15.6,29.62,20.76,17.58,14.18,40.16,16.86,3.09,45.86,51.46,57.54,64.08,73.6,12.99,12.31,20.93,20.93,25.88,0.23,95.73,0.59,6.5,2.46,2.54,2.39,52.43,4.3,52.56,2,1466,90.95,10.91,46.45,1962,14.22,0.63,52000,32600,257,182,27.7,21.4,12.7,1.84,74.23,53.24,78.54,91.07,23.7,1619.7,3.58,1332.66
1218,63850,2.85,12.02,72.97,0.75,23.15,16.11,29.89,14.6,8.86,100,30151,80.41,0.58,34.48,22.05,6.22,13.39,12963,7787,7455,34110,6408,6763,16.08,12.87,28.77,7.87,59.63,20.71,19.58,16.4,19.78,11.16,26.81,14.39,3.32,73.6,79.88,74.89,46.55,56.62,2.74,12.11,19.2,27.82,38.71,1.2,78.36,4.62,8.08,2.82,2.9,2.73,58.18,9.25,51.46,2,2598,89.62,8.47,41.84,1968,10.04,0.74,50400,34500,307,138,22.9,17.6,12.5,9.88,64.9,48.05,80.82,92.1,32.4,1969.2,0.17,566.03
1219,112669,2.43,1.25,93.43,3.46,2.71,17.3,31.76,19.04,11.15,100,25369,76.99,0.84,50.06,23.82,5.56,13.87,13886,7933,10229,10272,7037,7901,17.04,3.96,11.44,6.42,59.99,12.89,32.67,11.21,33.33,10.86,38.08,14.79,2.9,70.42,82.8,71.2,61.71,71.18,1.89,32.12,42.14,47.05,51.57,1.64,92.49,0.8,3.18,2.3,2.55,2.05,56.17,2.61,52.1,2,1717,96.42,0.99,14.39,1966,3.07,0.28,73200,43200,375,195,30.6,20.4,13.1,5.1,39.02,37.12,67.78,79.61,39.4,2858.7,3.53,390.93
1220,160728,2.73,14.83,69.93,5.94,15.54,18.71,34.52,20.6,11.91,100,22147,70.69,0.64,33.3,27.42,16.33,13.6,11838,7728,7743,5782,6551,6750,22.96,16.42,37.24,9.18,54.98,24.14,29.13,18.27,25.5,8.88,47.78,13.54,3.23,54.32,59.15,55.78,52.4,60.15,9.23,22.29,35.58,47.3,58.19,4.37,69.54,8.58,8.14,2.52,2.71,2.42,38.84,6.01,61.38,2,7889,88.19,7.61,34.39,1939,7.57,0.96,113000,62700,389,226,30.2,22.1,14.3,19.62,50.63,45.16,72.67,75.39,19.1,8403.8,7.61,916.52
1221,61741,2.47,23.62,75.32,0.41,0.84,13.36,25.2,11.67,13.95,100,23958,72.28,0.45,34.47,29.66,7.4,15.97,12390,5771,9106,11574,8133,8372,17.2,10.03,26.96,5.39,58.79,11.5,23.24,13.27,25.46,13.03,25.54,16.32,3,63.45,72.07,64.87,65.29,72.04,5.46,8.92,9.78,16.26,20.86,0.1,97.12,0.47,4.52,2.42,2.52,2.28,61.24,3.08,47.34,3,2268,91.68,4.85,33.51,1965,6.72,0.27,56100,40300,272,175,26.9,18.5,12.9,1.13,74.23,52.85,83.89,90.33,41.2,1500,1.58,1020.91
1222,12804,2.59,6.09,88.43,4.7,2.83,10.61,21.71,9.93,14.18,100,53226,80.79,0.52,61.13,29.11,2,18.08,23174,17303,0,16540,15555,15989,2.9,5.65,14.54,3.14,67.92,17.41,29.92,8.42,42.7,5.6,28.14,9.29,3.06,83.6,95.41,87.3,51.71,67.34,1.81,7.85,16.88,24.64,29.79,0.73,86.77,1.17,3.83,2.59,2.74,2,83.49,1.2,34.55,3,161,96.84,4.35,24.22,1952,0.69,0.47,177600,82400,597,289,26.5,22,15,9.25,58.33,69.27,86.32,91.38,2.8,4511,11.91,183.56
1223,11385,2.53,0.31,99.05,0.4,1.2,11.4,23.92,10.96,15.67,86.85,31637,76.46,0.86,42.69,32.82,6.05,17.33,15255,11949,14762,16449,13000,9115,7.16,14.14,30.69,5.21,64.04,27.58,21.18,17.88,22.02,8.34,27.47,10.38,3.03,78.71,84.38,82.34,71.62,79.9,1.34,0.61,10.42,15.71,16.23,0.06,82.67,3.58,3.45,2.47,2.73,2.09,65.33,1.22,48.02,3,292,93.9,0.34,51.03,1949,2.56,1.15,139700,61700,408,199,26.7,23.7,13.5,10.12,55.36,58.31,79.49,90.11,6.4,1785.6,1.88,8.82
1224,28835,3.27,7.11,89.91,2.51,0.91,36.25,54.92,43.89,6.23,100,21463,81.31,0.65,41.07,18.66,7.49,13.52,9191,5231,7073,7793,4444,6044,27.49,4.23,14.11,6.9,56.89,14.12,38.16,12.75,26.78,5.96,60.68,9.06,3,64.36,70.16,63.26,48.95,61.21,4.53,30.74,42.44,49.27,53.2,1.47,92.05,0.68,3.4,2.46,2.72,2.3,42.66,2.52,56.31,2,467,94.96,1.5,39.4,1962,3.28,0.16,68400,30000,339,133,31.3,17.6,12,4.77,72.08,28.95,49.04,88.24,9,3194.9,3.15,395.81
1225,42655,2.99,2.04,79.17,13.69,13.52,14.79,28.06,13.95,7.06,100,50981,88.31,0.55,48.82,17.98,4.46,15.41,19147,14246,23967,16648,12930,13311,4.46,3.38,12.49,4.48,71.44,21.49,20.71,9.65,33.49,8.47,31.21,13.74,3.3,78.17,90.75,76.71,62.91,72.04,1.69,13.3,19.86,30.48,37.73,2.05,78.92,3.58,7.45,2.98,3.03,2.86,70.66,6.84,32.52,3,436,97.04,1.15,17.43,1969,0.77,0.17,252700,114300,722,286,26.7,22.3,11.3,15.44,49.54,54.34,73.08,90.63,6.9,6221.6,0.58,319.39
1226,20935,2.87,0.72,93.79,1.59,2.05,15.61,26.01,11.09,6.58,98.76,35090,86.36,2.2,44.86,17.67,2.08,12.66,13430,5466,9235,11142,15914,12217,6.78,5.67,15.49,4.96,71.81,16.67,20.06,13.51,24.07,8.23,21.54,12.42,3.23,82.05,92.97,82.63,65.8,76.16,0.91,17.05,22.74,26.87,26.87,0.32,95.78,0.49,3.63,2.81,2.89,2.6,75.61,2.73,25.64,3,440,94.31,1.36,45,1974,3.7,0.04,56800,27000,330,216,24.2,19.4,11.7,1.85,63.73,48.18,69.45,92.51,26.7,783.5,0.3,132.89
1228,38719,2.81,12.53,82.32,4.35,1.57,30.34,51.27,37.75,7.53,100,30489,83.86,1.31,61.27,17.61,2.55,13.49,16288,8440,9828,11902,6910,9279,16.14,3.34,6.65,4.42,57.03,6.06,53.26,3.57,46.21,5.52,56.25,8.63,2.83,72.41,88.73,69.84,59.77,69.52,3.23,41.46,49.25,60.1,64.81,3.44,89.76,1.29,2.26,2.18,2.46,1.99,45.64,1.76,59.96,2,1070,92.79,0.37,23.83,1973,2.02,0,141100,101300,413,162,28.8,22,11.5,8.28,39.95,26.79,40.77,71.48,17.1,2260.6,5.54,672.46
1229,13817,2.4,0.43,98.9,0.37,0.38,12.47,23.09,11.23,18.14,0,23603,66.74,0.82,40.55,37.62,4.93,21.19,12219,7205,1727,12592,0,5103,11.43,10.44,30.4,5.94,52.34,24.72,25.08,22.41,23.13,10.59,22.02,13.66,2.89,73.81,81.87,82.04,65.98,66.42,0.64,14.94,14.94,32.18,50.57,0.09,97.67,0.34,2.66,2.31,2.41,2.1,72.52,1.72,56.14,2,401,93.49,2.24,47.63,1949,9.35,0.57,39700,27500,232,132,23.9,16.7,12.1,0.63,81.33,55.65,84.48,93.52,12.3,1121.1,0.3,538.88
1230,11587,2.67,14.46,84.34,0.93,1.1,14.45,26.9,12.13,6.47,100,41524,88.61,0.35,40.99,17.66,2.77,11.2,16273,12742,4962,14765,0,10449,3.51,3.88,11.61,2.67,75.09,29.11,19.25,14.65,34.38,6.91,24.59,11.74,3.11,82.6,89.03,86.01,74.73,76.88,1.93,0,0,18.82,23.12,0,96.75,0.17,3.15,2.67,2.91,2.14,74.61,1.02,31.79,3,230,94.96,0.87,19.57,1977,2.01,0,80800,32400,359,159,20.6,19.7,10.7,1.61,49.41,45.12,72.22,77.66,7.2,1617.4,0,212.78
1231,37960,2.34,3.83,89.2,4.39,3.85,13.11,33.75,16.02,6.05,100,32341,87.49,0.13,39.36,14.08,5.55,12.51,15993,12164,11402,14625,15010,14482,8.76,3.53,13.58,4.3,74.25,29.86,14.64,14.71,25.89,15.08,34.57,18.93,2.95,65.97,76.35,70.95,57.86,69.44,2.92,11.28,16.15,23.96,35.83,0.56,93.57,1.02,3.71,2.33,2.56,2.19,39.68,4.65,67.88,2,1238,92.92,0.81,5.98,1978,3.17,0.38,107100,51100,458,172,23.4,20,11.8,4.93,44.78,31.51,67.4,76.63,19.6,1936.3,4.68,536.69
1232,18549,2.45,9.43,89.93,0.24,0.81,12.77,24.34,12,15.47,0,26668,74.43,1.66,41.08,31.61,5.44,22.21,13469,8758,9005,9256,6240,12672,11.39,14.05,28.82,4.82,58.1,33.91,20.36,22.33,23.98,10.92,25.41,14.95,2.88,70.49,71.45,73.29,62.14,70.11,2.52,7.75,7.75,27.5,44.75,0.17,96.49,0.3,2.79,2.4,2.45,2.3,63.72,1.84,44.2,3,334,95.77,2.69,24.25,1960,7.98,0.67,68100,44500,297,142,22.4,18.3,12.7,2.16,69.32,55.26,75.55,89.48,14.6,1274.7,0.07,337.96
